	Address	Id	Latitude	Longitude	Name
41	10 Pepys Street, City of London, London, London, ENG, GB, EC3N 2	2473900000000.0	45.467298	9.1846982	Antica Locanda Dei Mercanti
42	38 Queens Gardens, Bayswater, London, London, ENG, GB, W2 3AA	2611340000000.0	45.4769167	9.196665	NH Milano Touring
43	14 Lodge Road, St Johns Wood, London, London, ENG, GB, NW8 7	2654290000000.0	45.4725167	9.1439198	Best Western Hotel Astoria
44	12 North Terrace, South Kensington, London, London, ENG, GB, SW7 2	2740190000000.0	45.473348	9.1910733	Palazzo Parigi Hotel Grand Spa Milano
45	34-44 Barkston Gardens, South Kensington, London, London, ENG, GB, SW5 0	3023660000000.0	45.4747809	9.2059385	Hotel Mercure Milano Centro
46	Richmond Way, Kensington, London, London, ENG, GB, W14 0ED	3032250000000.0	45.4580137	9.1913676	Best Western Hotel Ascot
47	30 St James's Place, St James's, London, London, ENG, GB, SW1A 1NR	3040840000000.0	45.502453	9.2218364	Best Western Antares Hotel Concorde
48	28 Basil Street, Chelsea, London, London, ENG, GB, SW3 1AN	3066610000000.0	45.5257221	9.2150033	Hotel degli Arcimboldi
49	Portland Place, Marylebone, London, London, ENG, GB, W1B 1	3092380000000.0	45.4802415	9.2131919	LHP Hotel Napoleon
50	13 Albert Embankment, Kennington, London, London, ENG, GB, SE1 7	3126740000000.0	45.5147974	9.116606	Klima Hotel Milano Fiere
51	23 Fulton Road, Wembley, Wembley, Middlesex, ENG, GB, HA9 0GB	3161100000000.0	45.463135	9.2102	Hotel Vittoria
52	45 Park Lane, Mayfair, London, London, ENG, GB, W1K 1PN	3169690000000.0	45.4829817	9.2041911	Colombia
53	23 Sydney Street, Chelsea, London, London, ENG, GB, SW3 6PU	3324300000000.0	45.4611287	9.1542675	Milan Marriott Hotel
54	111 Westminster Bridge Road, Lambeth, London, London, ENG, GB, SE1 7HR	3375840000000.0	45.46676	9.194293	Boscolo Milano Autograph Collection
55	20 Warwick Street, Soho, London, London, ENG, GB, W1B 5NF	3384430000000.0	45.4580781	9.1924205	Hotel Lloyd
56	Rotherhithe, London, London, ENG, GB, SE16 5	3393020000000.0	45.4501306	9.1696481	Art Hotel Navigli
57	39 Chesterton Road, Ladbroke Grove, London, London, ENG, GB, W10 6ES	1717990000000.0	45.4841371	9.2001623	UNA Hotel Century
58	7 Via Panfilo Castaldi, Stazione Centrale-Ponte Seveso, Milano, Milano, 25, IT, 20124	1752350000000.0	45.4802503	9.1494925	Hotel Portello Gruppo Minihotel
59	40 Via Lazzaro Spallanzani, Buenos Aires-P. Venezia-P. Monforte, Milano, Milano, 25, IT, 20129	1812480000000.0	45.4589731	9.0687506	Hotel Silver
