	Address	Id	Latitude	Longitude	Name
40	64 Rue de l'Arbre-Sec, 1er Arrondissement, Paris, Paris, IDF, FR, 75001	3384430000000.0	41.3834673	2.1712016	Hotel 1898
41	8 Rue Duphot, 1er Arrondissement, Paris, Paris, IDF, FR, 75001	3393020000000.0	41.3888014	2.1653738	Petit Palace Museum
42	39 Avenue de l'Opéra, 2e Arrondissement, Paris, Paris, IDF, FR, 75002	3393020000000.0	41.3830582	2.1778267	Gran Hotel Barcino
43	28 Place des Vosges, 3e Arrondissement, Paris, Paris, IDF, FR, 75003	3418790000000.0	41.3908486	2.1680745	HCC St Moritz
44	8 Rue Jean Goujon, 8e Arrondissement, Paris, Paris, IDF, FR, 75008	1717990000000.0	41.390913	2.1706981	Acta Atrium Palace
45	37 Rue de Saint-Quentin, 10e Arrondissement, Paris, Paris, IDF, FR, 75010	1769530000000.0	41.39367	2.1115418	Sansi Pedralbes
46	20 Rue d'Antin, 2e Arrondissement, Paris, Paris, IDF, FR, 75002	1855430000000.0	41.3725246	2.1540788	Crowne Plaza Barcelona Fira Center
47	25 Boulevard du Fort de Vaux, 17e Arrondissement, Paris, Paris, IDF, FR, 75017	1881200000000.0	41.3833541	2.1794038	Exe Laietana Palace
48	11 Rue du 8 Mai 1945, 10e Arrondissement, Paris, Paris, IDF, FR, 75010	1915560000000.0	41.3895237	2.1490307	U232 Hotel
49	4 Rue d'Alger, 1er Arrondissement, Paris, Paris, IDF, FR, 75001	1992860000000.0	41.3945074	2.1632659	Alma Barcelona GL
50	2 Boulevard Garibaldi, 15e Arrondissement, Paris, Paris, IDF, FR, 75015	2027220000000.0	41.3897945	2.1660575	Eurostars Cristal Palace
51	28 Rue Saint-Roch, 1er Arrondissement, Paris, Paris, IDF, FR, 75001	2027220000000.0	41.406146	2.2008636	The Level at Melia Barcelona Sky
52	9 Rue Gît-le-Coeur, 6e Arrondissement, Paris, Paris, IDF, FR, 75006	2113120000000.0	41.4106944	2.136294	ABaC Restaurant Hotel Barcelona GL Monumento
53	52 Rue Pierre Charron, 8e Arrondissement, Paris, Paris, IDF, FR, 75008	2207610000000.0	41.37913	2.1561186	TWO Hotel Barcelona by Axel 4 Sup Adults Only
54	2 Rue d'Amboise, 2e Arrondissement, Paris, Paris, IDF, FR, 75002	2276330000000.0	41.3799209	2.1728181	Hotel Espa a Ramblas
55	22 Boulevard Haussmann, 9e Arrondissement, Paris, Paris, IDF, FR, 75009	2293510000000.0	41.3799929	2.1748256	Hotel DO Pla a Reial G L
56	3B Place Saint-Sulpice, 6e Arrondissement, Paris, Paris, IDF, FR, 75006	2302100000000.0	41.3919114	2.1765438	Room Mate Gerard
57	8 Rue de Verneuil, 7e Arrondissement, Paris, Paris, IDF, FR, 75007	2319280000000.0	41.3982129	2.1494179	Aparthotel Mariano Cubi Barcelona
58	22 Rue de Buci, 6e Arrondissement, Paris, Paris, IDF, FR, 75006	2327870000000.0	41.3935497	2.1627098	Condes de Barcelona
59	49 Rue Pierre Charron, 8e Arrondissement, Paris, Paris, IDF, FR, 75008	2336460000000.0	41.3910786	2.1717285	Roger de Ll ria
60	34 Rue de Moscou, 8e Arrondissement, Paris, Paris, IDF, FR, 75008	2345050000000.0	41.3815625	2.1838458	H10 Port Vell 4 Sup
61	187 Boulevard Brune, 14e Arrondissement, Paris, Paris, IDF, FR, 75014	2370820000000.0	41.39038	2.121	Upper Diagonal
