	Address	Id	Latitude	Longitude	Name
78	17-21 Northumberland Avenue, Charing Cross, London, London, ENG, GB, WC2N 5	3092380000000.0	41.4047934	2.1288527	Vilana Hotel
79	355-361 Oxford Street, Marylebone, London, London, ENG, GB, W1C 1	3135330000000.0	41.3999934	2.1452467	Mercure Barcelona Condor
80	Putney, London, London, ENG, GB, SW15 2RN	3204050000000.0	41.384591	2.1378107	NH Sants Barcelona
81	35 Great St Helens, City of London, London, London, ENG, GB, EC3A 6AP	3212640000000.0	41.376801	2.1460443	Pestana Arena Barcelona
82	Greenwich, London, London, ENG, GB, SE10 8NA	3281360000000.0	41.3812223	2.1739622	Petit Palace Boqueria Garden
83	203 High Holborn, Holborn, London, London, ENG, GB, WC1V 6	3315710000000.0	41.4082054	2.2124626	Vincci Maritimo
84	Bloomsbury, London, London, ENG, GB, WC1B 3HD	3332890000000.0	41.4017465	2.1477365	Pol Grace Hotel
85	4-18 Harrington Gardens, South Kensington, London, London, ENG, GB, SW7 4	3384430000000.0	41.3870479	2.174336	Ohla Barcelona
86	19 Empire Way, Wembley, Wembley, Middlesex, ENG, GB, HA9 0	3401610000000.0	41.392018	2.157066	H10 Art Gallery 4 Sup
87	Queens Walk, St James's, London, London, ENG, GB, W1J 9	3410200000000.0	41.3835246	2.1096141	Fairmont Rey Juan Carlos I
88	16 Via Domodossola, Portello, Milano, Milano, 25, IT, 20145	1769530000000.0	41.4084334	2.2178205	Hilton Diagonal Mar Barcelona
89	1 Via Pietro Orseolo, Porta Genova, Milano, Milano, 25, IT, 20144	1795300000000.0	41.375237	2.1684058	Hotel Barcelona Universal
90	22 Via Senato, Guastalla, Milano, Milano, 25, IT, 20121	1803890000000.0	41.3766732	2.1524478	Hotel Vilamar
91	20 Piazza Luigi di Savoia, Stazione Centrale-Ponte Seveso, Milano, Milano, 25, IT, 20124	1812480000000.0	41.388682	2.1316368	Hilton Barcelona
92	30 Via Feltre, Cimiano-Rottole-Feltre, Milano, Milano, 25, IT, 20132	1846840000000.0	41.3798658	2.1805271	Duquesa de Cardona
93	10D Via Paolo Trubetzkoy, Greco-Segnano, Milano, Milano, 25, IT, 20125	1855430000000.0	41.3910621	2.1593373	Hotel Balmes
94	84 Corso Giuseppe Garibaldi, Brera, Milano, Milano, 25, IT, 20121	1941330000000.0	41.3946775	2.162638	Royal Passeig de Gracia
95	18 Via Napo Torriani, Stazione Centrale-Ponte Seveso, Milano, Milano, 25, IT, 20124	1958510000000.0	41.3957584	2.1822402	Ofelias Hotel 4 Sup
96	68 Viale Certosa, Villapizzone-Cagnola-Boldinasco, Milano, Milano, 25, IT, 20155	2001450000000.0	41.3843222	2.1712893	Hotel Serhs Rivoli Rambla
97	12A Viale Monte Grappa, Porta Garibaldi-Porta Nuova, Milano, Milano, 25, IT, 20124	2027220000000.0	41.3907208	2.1660732	Eurostars Bcn Design
98	45 Via Mauro Macchi, Stazione Centrale-Ponte Seveso, Milano, Milano, 25, IT, 20124	2044400000000.0	41.3991773	2.1656134	Hotel Well and Come
99	8 Piazza 24 Maggio, Porta Ticinese-Conca del Naviglio, Milano, Milano, 25, IT, 20123	2061580000000.0	41.3941338	2.1489569	NH Hesperia Barcelona Presidente
100	3 Via Medici, Duomo, Milano, Milano, 25, IT, 20123	2130300000000.0	41.3846844	2.1791065	Mercer House B ria BCN
101	Via Carlo Boncompagni, Lodi-Corvetto, Milano, Milano, 25, IT, 20139	2147480000000.0	41.4006708	2.2087844	Eurohotel Diagonal Port
102	1 Via Mercato, Brera, Milano, Milano, 25, IT, 20121	2207610000000.0	41.3905166	2.1725643	Negresco Princess 4 Sup
103	7 Via Daniele Manin, Brera, Milano, Milano, 25, IT, 20121	2327870000000.0	41.3961448	2.1631674	The One Barcelona GL
104	302 Viale Fulvio Testi, Bicocca, Milano, Milano, 25, IT, 20126	2327870000000.0	41.38793	2.1568061	Sunotel Club Central
105	Piazza Duca d'Aosta, Stazione Centrale-Ponte Seveso, Milano, Milano, 25, IT, 20124	2353640000000.0	41.3944574	2.1564353	Ohla Eixample
106	5 Via Lazzaretto, Stazione Centrale-Ponte Seveso, Milano, Milano, 25, IT, 20124	2370820000000.0	41.3801815	2.180688	Hotel The Serras
107	139 Viale Monza, Padova-Turro-Crescenzago, Milano, Milano, 25, IT, 20126	2379410000000.0	41.4109715	2.2186535	Barcelona Princess
108	1 Corso di Porta Nuova, Brera, Milano, Milano, 25, IT, 20121	2396590000000.0	41.3894654	2.1662651	NH Collection Barcelona Gran Hotel Calder n
109	13 Via Michelangelo Buonarroti, De Angeli-Monte Rosa, Milano, Milano, 25, IT, 20145	2482490000000.0	41.391843	2.156844	Hotel Granados 83
110	10 Largo Augusto, Duomo, Milano, Milano, 25, IT, 20122	2482490000000.0	41.3961294	2.1551626	Hotel Balmoral
111	48 Corso di Porta Romana, Duomo, Milano, Milano, 25, IT, 20122	2508260000000.0	41.4002812	2.1297427	Primero Primera
112	66 Via George Washington, Porta Magenta, Milano, Milano, 25, IT, 20146	2525440000000.0	41.3915897	2.1720108	Cotton House Hotel Autograph Collection
113	106 Viale Certosa, Villapizzone-Cagnola-Boldinasco, Milano, Milano, 25, IT, 20156	2534030000000.0	41.3827	2.1791999	Mercer Hotel Barcelona
114	50 Schepenbergweg, Amsterdam-Zuidoost, Amsterdam, Amsterdam, NH, NL, 1105 AT	2817500000000.0	41.3747873	2.1611846	Silken Concordia
115	30G Eerste Constantijn Huygensstraat, Oud-West, Amsterdam, Amsterdam, NH, NL, 1054 BR	2843270000000.0	41.3798964	2.1412433	Barcel Sants
116	27 Van Baerlestraat, Oud-Zuid, Amsterdam, Amsterdam, NH, NL, 1071 AN	2980710000000.0	41.368437	2.1901534	W Barcelona
117	10A Eerste Constantijn Huygensstraat, Oud-West, Amsterdam, Amsterdam, NH, NL, 1054 BR	3040840000000.0	41.3846637	2.1740902	Catalonia Catedral
118	7 Stadhouderskade, Oud-West, Amsterdam, Amsterdam, NH, NL, 1054 ES	3075200000000.0	41.3927101	2.1722139	Silken Gran Hotel Havana
119	12 Stadhouderskade, Oud-West, Amsterdam, Amsterdam, NH, NL, 1054 ES	3109560000000.0	41.3938632	2.1568039	Catalonia Diagonal Centro
120	323 Prinsengracht, Amsterdam-Centrum, Amsterdam, Amsterdam, NH, NL, 1016 GZ	3204050000000.0	41.380939	2.1796095	The Wittmore Adults Only
121	58 Prins Hendrikkade, Amsterdam-Centrum, Amsterdam, Amsterdam, NH, NL, 1012 AD	3221230000000.0	41.3750293	2.1491172	Catalonia Barcelona Plaza
122	226 Nieuwezijds Voorburgwal, Amsterdam-Centrum, Amsterdam, Amsterdam, NH, NL, 1012 RR	3229820000000.0	41.392095	2.158493	Olivia Balmes Hotel
