	Address	Id	Latitude	Longitude	Name
62	Via Lorenteggio, Giambellino, Milano, Milano, 25, IT, 20147	2078760000000.0	48.2155236	16.3646858	Hilton Vienna Plaza
63	12 Piazza Gerusalemme, Sarpi, Milano, Milano, 25, IT, 20154	2190430000000.0	48.1854312	16.404884	Austria Trend Hotel Doppio Wien
64	11 Via Angelo Poliziano, Sarpi, Milano, Milano, 25, IT, 20154	2319280000000.0	48.2022742	16.3762615	The Ritz Carlton Vienna
65	8B Via San Tomaso, Brera, Milano, Milano, 25, IT, 20121	2362230000000.0	48.2264063	16.3600628	Hotel Bellevue Wien
66	36 Via Lucio Giunio Columella, Gorla-Precotto, Milano, Milano, 25, IT, 20128	2448130000000.0	48.2021105	16.3720841	Grand Hotel Wien
67	26 Rembrandtplein, Amsterdam-Centrum, Amsterdam, Amsterdam, NH, NL, 1017 CV	2826090000000.0	48.2149414	16.3365285	Exe Vienna
68	7 Aletta Jacobslaan, Slotervaart, Amsterdam, Amsterdam, NH, NL, 1066 BP	2869040000000.0	48.200561	16.3647063	Mercure Secession Wien
69	587 Prinsengracht, Amsterdam-Centrum, Amsterdam, Amsterdam, NH, NL, 1016 HT	2954940000000.0	48.2111522	16.3788631	Hotel Capricorno
70	75 Oudeschans, Amsterdam-Centrum, Amsterdam, Amsterdam, NH, NL, 1011 KW	3006480000000.0	48.2024907	16.3702656	Hotel Bristol A Luxury Collection Hotel
71	19 Nieuwezijds Kolk, Amsterdam-Centrum, Amsterdam, Amsterdam, NH, NL, 1012 PV	3066610000000.0	48.2022415	16.3749336	Grand Ferdinand Vienna Your Hotel In The City Center
72	4 Breughelstraat, Oud-Zuid, Amsterdam, Amsterdam, NH, NL, 1077 LC	3126740000000.0	48.2340799	16.4210093	Park Inn by Radisson Uno City Vienna
73	44 Rembrandtplein, Amsterdam-Centrum, Amsterdam, Amsterdam, NH, NL, 1017 CV	3178280000000.0	48.2064745	16.3546297	25hours Hotel beim MuseumsQuartier
74	1 George Gershwinplein, Zuideramstel, Amsterdam, Amsterdam, NH, NL, 1082 MV	3186870000000.0	48.2112491	16.3776519	Alma Boutique Hotel
75	221 Van Leijenberghlaan, Zuideramstel, Amsterdam, Amsterdam, NH, NL, 1082 GG	3195460000000.0	48.1776236	16.3243588	Hotel Parco di Sch nbrunn Vienna
76	110 W Leffel Ln, Springfield, Clark, OH, US, 45506-3522	3255590000000.0	48.2163343	16.3595536	Hotel Regina
77	304 US-22, Springfield, Union, NJ, US, 07081-3510	3264180000000.0	48.1953229	16.3672882	Hotel Erzherzog Rainer
