Latitude	Longitude	Address
41.40223	2.21206	41 Passeig de Garcia Fària, Diag. Mar i el Front Mar. del Pob., Barcelona, Barcelona, CT, ES, 08019
41.39785	2.15811	130 Passeig de Gràcia, Vila de Gràcia, Barcelona, Barcelona, CT, ES, 08008
41.38358	2.14084	57 Carrer de Nicaragua, Sants, Barcelona, Barcelona, CT, ES, 08029
41.38857	2.13593	66 Carrer de Déu i Mata, Les Corts, Barcelona, Barcelona, CT, ES, 08029
41.39015	2.13545	545 Avinguda Diagonal, Les Corts, Barcelona, Barcelona, CT, ES, 08029
41.38251	2.13991	32 Carrer de Numància, Sants, Barcelona, Barcelona, CT, ES, 08029
41.38577	2.16682	28 Carrer de Pelai, El Raval, Barcelona, Barcelona, CT, ES, 08001
41.38912	2.17268	2 Plaça de Francesc Ferrer i Guàrdia, Dreta de l'Eixample, Barcelona, Barcelona, CT, ES, 08010
41.40858	2.14776	68 Carrer de Ballester, Vallcarca i els Penitents, Barcelona, Barcelona, CT, ES, 08023
41.39087	2.17186	17 Carrer de Roger de Llúria, Dreta de l'Eixample, Barcelona, Barcelona, CT, ES, 08010
41.38925	2.15647	178 Carrer de Mallorca, l'Antiga Esquerra de l'Eixample, Barcelona, Barcelona, CT, ES, 08036
41.389	2.16745	605 Gran Via de les Corts Catalanes, Dreta de l'Eixample, Barcelona, Barcelona, CT, ES, 08007
41.39847	2.14374	352 Carrer de Muntaner, Sant Gervasi-Galvany, Barcelona, Barcelona, CT, ES, 08021
41.38944	2.1207	4 Carrer de Josep M. de Sagarra, Pedralbes, Barcelona, Barcelona, CT, ES, 08034
41.38142	2.12678	148I Travessera de les Corts, La Maternitat i Sant Ramon, Barcelona, Barcelona, CT, ES, 08028
41.3918	2.15938	101 Carrer de Balmes, l'Antiga Esquerra de l'Eixample, Barcelona, Barcelona, CT, ES, 08008
41.38329	2.16846	11 Carrer d'Elisabets, El Raval, Barcelona, Barcelona, CT, ES, 08001
41.4052	2.21165	14 Carrer de Provençals, Diag. Mar i el Front Mar. del Pob., Barcelona, Barcelona, CT, ES, 08019
41.39224	2.1588	117 Carrer de Balmes, l'Antiga Esquerra de l'Eixample, Barcelona, Barcelona, CT, ES, 08008
41.40395	2.19014	207 Avinguda Diagonal, El Parc i la Llacuna del Poblenou, Barcelona, Barcelona, CT, ES, 08018
41.37547	2.14911	Plaça d'Espanya, Montjuïc, Barcelona, Barcelona, CT, ES, 08015
41.40366	2.19113	158 Carrer de la Ciutat de Granada, El Parc i la Llacuna del Poblenou, Barcelona, Barcelona, CT, ES, 08018
41.37955	2.14209	108 Carrer del Rector Triadó, Sants, Barcelona, Barcelona, CT, ES, 08014
41.38102	2.17968	9 Carrer de Riudarenes, El Gòtic, Barcelona, Barcelona, CT, ES, 08002
41.37872	2.1788	1 Carrer Ample, El Gòtic, Barcelona, Barcelona, CT, ES, 08002
41.38795	2.15984	54 Carrer d'Aribau, l'Antiga Esquerra de l'Eixample, Barcelona, Barcelona, CT, ES, 08011
41.38681	2.19729	Carrer de la Marina, La Barceloneta, Barcelona, Barcelona, CT, ES, 08005
41.38477	2.175	4 Carrer dels Capellans, El Gòtic, Barcelona, Barcelona, CT, ES, 08002
41.3897	2.17466	32 Ronda de Sant Pere, Dreta de l'Eixample, Barcelona, Barcelona, CT, ES, 08010
41.40733	2.14414	72 Carrer del Putget, El Putget i Farró, Barcelona, Barcelona, CT, ES, 08023
41.39615	2.16109	265 Carrer del Rosselló, Dreta de l'Eixample, Barcelona, Barcelona, CT, ES, 08008
41.37038	2.17165	Jardins de Miramar, El Poblesec, Barcelona, Barcelona, CT, ES, 08038
41.38437	2.17066	117 Carrer la Rambla, El Raval, Barcelona, Barcelona, CT, ES, 08002
41.38528	2.15669	106 Carrer de Villarroel, l'Antiga Esquerra de l'Eixample, Barcelona, Barcelona, CT, ES, 08011
41.38933	2.15658	181 Carrer de Mallorca, l'Antiga Esquerra de l'Eixample, Barcelona, Barcelona, CT, ES, 08036
41.39337	2.16369	70 Passeig de Gràcia, Dreta de l'Eixample, Barcelona, Barcelona, CT, ES, 08008
41.38601	2.17603	42 Via Laietana, S. Pere, Santa Caterina, i la Rib., Barcelona, Barcelona, CT, ES, 08003
41.396	2.17953	103 Carrer de Casp, Fort Pienc, Barcelona, Barcelona, CT, ES, 08013
41.39178	2.15708	58 Carrer d'Enric Granados, l'Antiga Esquerra de l'Eixample, Barcelona, Barcelona, CT, ES, 08008
41.38617	2.17461	15 Carrer de les Magdalenes, El Gòtic, Barcelona, Barcelona, CT, ES, 08002
41.38593	2.12954	Carrer de Joaquim Molins, Les Corts, Barcelona, Barcelona, CT, ES, 08028
41.3875	2.16043	33 Carrer d'Aribau, l'Antiga Esquerra de l'Eixample, Barcelona, Barcelona, CT, ES, 08011
41.41097	2.18682	151 Avinguda Meridiana, El Camp de l'Arpa del Clot, Barcelona, Barcelona, CT, ES, 08026
41.39173	2.1657	46 Passeig de Gràcia, Dreta de l'Eixample, Barcelona, Barcelona, CT, ES, 08007
41.39022	2.16964	644 Gran Via de les Corts Catalanes, Dreta de l'Eixample, Barcelona, Barcelona, CT, ES, 08007
41.39637	2.16234	179 Carrer de Pau Claris, Dreta de l'Eixample, Barcelona, Barcelona, CT, ES, 08037
41.40142	2.20985	6 Carrer d'Espronceda, Diag. Mar i el Front Mar. del Pob., Barcelona, Barcelona, CT, ES, 08005
41.39346	2.19945	195 Avinguda d'Icària, La Vila Olímpica del Poblenou, Barcelona, Barcelona, CT, ES, 08005
41.37336	2.1472	322 Gran Via de les Corts Catalanes, Font de la Guatlla, Barcelona, Barcelona, CT, ES, 08004
41.39643	2.16598	288 Carrer de Mallorca, Dreta de l'Eixample, Barcelona, Barcelona, CT, ES, 08037
41.38613	2.19461	10 Avinguda del Litoral, La Barceloneta, Barcelona, Barcelona, CT, ES, 08003
41.39353	2.16834	60 Carrer de Roger de Llúria, Dreta de l'Eixample, Barcelona, Barcelona, CT, ES, 08009
41.37762	2.13844	36 Passeig de Sant Antoni, Sants, Barcelona, Barcelona, CT, ES, 08014
41.38322	2.16033	550 Gran Via de les Corts Catalanes, Sant Antoni, Barcelona, Barcelona, CT, ES, 08011
41.3938	2.15676	144 Carrer de Balmes, Dreta de l'Eixample, Barcelona, Barcelona, CT, ES, 08008
41.37075	2.1813	Carrer de Barcelona, El Raval, Barcelona, Barcelona, CT, ES, 08039
41.39297	2.15462	255 Carrer de Còrsega, l'Antiga Esquerra de l'Eixample, Barcelona, Barcelona, CT, ES, 08036
41.39753	2.18887	Carrer dels Almogàvers, El Parc i la Llacuna del Poblenou, Barcelona, Barcelona, CT, ES, 08018
41.39365	2.1742	700 Gran Via de les Corts Catalanes, Dreta de l'Eixample, Barcelona, Barcelona, CT, ES, 08010
41.41031	2.21848	278 Passeig del Taulat, Diag. Mar i el Front Mar. del Pob., Barcelona, Barcelona, CT, ES, 08019
41.4113	2.21161	Passatge Pallars, Provençals de Poblenou, Barcelona, Barcelona, CT, ES, 08019
41.38135	2.14507	23 Avinguda de Roma, La Nova Esquerra de l'Eixample, Barcelona, Barcelona, CT, ES, 08029
41.39486	2.15939	249 Carrer del Rosselló, Dreta de l'Eixample, Barcelona, Barcelona, CT, ES, 08008
41.38032	2.15419	117 Carrer de Calàbria, La Nova Esquerra de l'Eixample, Barcelona, Barcelona, CT, ES, 08015
41.38475	2.17589	7 Avinguda de la Catedral, El Gòtic, Barcelona, Barcelona, CT, ES, 08002
41.39426	2.15968	17 Passatge de la Concepció, Dreta de l'Eixample, Barcelona, Barcelona, CT, ES, 08008
41.40307	2.12309	60 Carrer d'Anglí, Sarrià, Barcelona, Barcelona, CT, ES, 08017
41.38786	2.16786	7 Rambla de Catalunya, Dreta de l'Eixample, Barcelona, Barcelona, CT, ES, 08007
41.39608	2.20107	3 Carrer de la Ciutat de Granada, El Poblenou, Barcelona, Barcelona, CT, ES, 08005
41.40348	2.13715	509 Carrer de Muntaner, Sant Gervasi-la Bonanova, Barcelona, Barcelona, CT, ES, 08022
41.36849	2.18942	2 Plaça de la Rosa dels Vents, La Barceloneta, Barcelona, Barcelona, CT, ES, 08039
41.39266	2.17224	647 Gran Via de les Corts Catalanes, Dreta de l'Eixample, Barcelona, Barcelona, CT, ES, 08010
41.3863	2.16847	11 Carrer de Bergara, Dreta de l'Eixample, Barcelona, Barcelona, CT, ES, 08002
41.38462	2.17411	1 Avinguda del Portal de l'Àngel, El Gòtic, Barcelona, Barcelona, CT, ES, 08002
41.38639	2.17068	19 Plaça de Catalunya, El Gòtic, Barcelona, Barcelona, CT, ES, 08002
41.38419	2.16163	570 Gran Via de les Corts Catalanes, Sant Antoni, Barcelona, Barcelona, CT, ES, 08011
41.39163	2.17149	666 Gran Via de les Corts Catalanes, Dreta de l'Eixample, Barcelona, Barcelona, CT, ES, 08010
41.39102	2.14145	8 Carrer de Fra Luis de Granada, Les Corts, Barcelona, Barcelona, CT, ES, 08029
41.38363	2.17099	2 Carrer del Pintor Fortuny, El Raval, Barcelona, Barcelona, CT, ES, 08001
41.38845	2.17136	9 Ronda de Sant Pere, Dreta de l'Eixample, Barcelona, Barcelona, CT, ES, 08010
41.41112	2.2192	Plaça de Llevant, Diag. Mar i el Front Mar. del Pob., Barcelona, Barcelona, CT, ES, 08019
41.39305	2.19284	Avinguda del Bogatell, La Vila Olímpica del Poblenou, Barcelona, Barcelona, CT, ES, 08005
41.39877	2.16228	368 Carrer de Còrsega, Dreta de l'Eixample, Barcelona, Barcelona, CT, ES, 08037
41.39437	2.15029	566 Avinguda Diagonal, Sant Gervasi-Galvany, Barcelona, Barcelona, CT, ES, 08021
48.86397	2.35203	7 Rue du Bourg-l'Abbé, 3e Arrondissement, Paris, Paris, IDF, FR, 75003
48.86868	2.28295	102 Avenue Victor Hugo, 16e Arrondissement, Paris, Paris, IDF, FR, 75116
48.8681	2.30055	43 Avenue Pierre 1er de Serbie, 8e Arrondissement, Paris, Paris, IDF, FR, 75008
48.86547	2.3293	5 Rue du Mont-Thabor, 1er Arrondissement, Paris, Paris, IDF, FR, 75001
48.85511	2.33507	15 Rue Jacob, 6e Arrondissement, Paris, Paris, IDF, FR, 75006
48.86836	2.33675	12 Rue de Louvois, 2e Arrondissement, Paris, Paris, IDF, FR, 75002
48.86369	2.36907	5 Rue de Malte, 11e Arrondissement, Paris, Paris, IDF, FR, 75011
48.87049	2.32633	16 Rue de Sèze, 9e Arrondissement, Paris, Paris, IDF, FR, 75009
48.8738	2.34445	13 Rue Geoffroy Marie, 9e Arrondissement, Paris, Paris, IDF, FR, 75009
48.88697	2.31417	84 Rue Dulong, 17e Arrondissement, Paris, Paris, IDF, FR, 75017
48.86451	2.33166	12 Rue Saint-Roch, 1er Arrondissement, Paris, Paris, IDF, FR, 75001
48.81782	2.32899	13 Rue François Ory, Montrouge, Hauts-de-Seine, IDF, FR, 92120
48.85175	2.34473	22 Rue de la Parcheminerie, 5e Arrondissement, Paris, Paris, IDF, FR, 75005
48.87224	2.30893	2 Rue d'Artois, 8e Arrondissement, Paris, Paris, IDF, FR, 75008
48.83878	2.3811	81 Rue de Bercy, 12e Arrondissement, Paris, Paris, IDF, FR, 75012
48.86876	2.33071	5 Rue de la Paix, 2e Arrondissement, Paris, Paris, IDF, FR, 75002
48.8692	2.29836	49 Avenue Marceau, 16e Arrondissement, Paris, Paris, IDF, FR, 75116
48.8821	2.33675	2 Rue Duperré, 9e Arrondissement, Paris, Paris, IDF, FR, 75009
48.85149	2.33747	13 Rue Saint-Sulpice, 6e Arrondissement, Paris, Paris, IDF, FR, 75006
48.87433	2.28981	3 Rue d'Argentine, 16e Arrondissement, Paris, Paris, IDF, FR, 75116
48.87017	2.31117	5 Rue de Ponthieu, 8e Arrondissement, Paris, Paris, IDF, FR, 75008
48.85209	2.35577	47 Rue Saint-Louis-en-l'Île, 4e Arrondissement, Paris, Paris, IDF, FR, 75004
48.87562	2.30379	218 Rue du Faubourg Saint-Honoré, 8e Arrondissement, Paris, Paris, IDF, FR, 75008
48.84736	2.32238	92 Rue du Cherche-Midi, 6e Arrondissement, Paris, Paris, IDF, FR, 75006
48.85415	2.30783	16 Avenue de Tourville, 7e Arrondissement, Paris, Paris, IDF, FR, 75007
48.83041	2.35285	25 Boulevard Auguste Blanqui, 13e Arrondissement, Paris, Paris, IDF, FR, 75013
48.87944	2.35787	7 Rue de Dunkerque, 10e Arrondissement, Paris, Paris, IDF, FR, 75010
48.8605	2.36793	74 Rue Amelot, 11e Arrondissement, Paris, Paris, IDF, FR, 75011
48.8841	2.33301	3 Rue Lepic, 18e Arrondissement, Paris, Paris, IDF, FR, 75018
48.86745	2.35396	4 Rue Salomon de Caus, 3e Arrondissement, Paris, Paris, IDF, FR, 75003
48.87254	2.30764	11 Rue Paul Baudry, 8e Arrondissement, Paris, Paris, IDF, FR, 75008
48.8672	2.30394	7 Rue Clément Marot, 8e Arrondissement, Paris, Paris, IDF, FR, 75008
48.87258	2.30218	9 Rue Washington, 8e Arrondissement, Paris, Paris, IDF, FR, 75008
48.83797	2.32119	12 Rue Vercingétorix, 14e Arrondissement, Paris, Paris, IDF, FR, 75014
48.87471	2.31691	7 Rue d'Argenson, 8e Arrondissement, Paris, Paris, IDF, FR, 75008
48.88146	2.29934	6 Rue Gustave Flaubert, 17e Arrondissement, Paris, Paris, IDF, FR, 75017
48.86462	2.28857	83 Avenue Kléber, 16e Arrondissement, Paris, Paris, IDF, FR, 75116
48.8732	2.34327	1 Rue Geoffroy Marie, 9e Arrondissement, Paris, Paris, IDF, FR, 75009
48.83453	2.32539	40 Rue Liancourt, 14e Arrondissement, Paris, Paris, IDF, FR, 75014
48.84155	2.3024	78 Rue Blomet, 15e Arrondissement, Paris, Paris, IDF, FR, 75015
48.87482	2.29342	11 Rue de Tilsitt, 17e Arrondissement, Paris, Paris, IDF, FR, 75017
48.86901	2.29735	15 Rue de Bassano, 16e Arrondissement, Paris, Paris, IDF, FR, 75116
48.86727	2.33767	65 Rue de Richelieu, 2e Arrondissement, Paris, Paris, IDF, FR, 75002
48.86918	2.28923	19 Rue Copernic, 16e Arrondissement, Paris, Paris, IDF, FR, 75116
48.897	2.38509	30 Avenue Corentin Cariou, 19e Arrondissement, Paris, Paris, IDF, FR, 75019
48.87979	2.32102	9 Rue de Constantinople, 8e Arrondissement, Paris, Paris, IDF, FR, 75008
48.86182	2.34069	141 Rue Saint-Honoré, 1er Arrondissement, Paris, Paris, IDF, FR, 75001
48.87285	2.30822	10 Rue Saint-Philippe du Roule, 8e Arrondissement, Paris, Paris, IDF, FR, 75008
48.85672	2.32742	7 Rue Montalembert, 7e Arrondissement, Paris, Paris, IDF, FR, 75007
48.87171	2.32362	11 Rue de l'Arcade, 8e Arrondissement, Paris, Paris, IDF, FR, 75008
48.85959	2.30888	2B Rue de la Comète, 7e Arrondissement, Paris, Paris, IDF, FR, 75007
48.83299	2.35732	15 Rue Édouard Manet, 13e Arrondissement, Paris, Paris, IDF, FR, 75013
48.83101	2.3296	27 Avenue du Général Leclerc, 14e Arrondissement, Paris, Paris, IDF, FR, 75014
48.87385	2.35025	40 Rue des Petites Écuries, 10e Arrondissement, Paris, Paris, IDF, FR, 75010
48.89667	2.34357	2 Impasse Sainte-Henriette, 18e Arrondissement, Paris, Paris, IDF, FR, 75018
48.84543	2.32541	151 Rue de Rennes, 6e Arrondissement, Paris, Paris, IDF, FR, 75006
48.84675	2.32581	92 Rue de Vaugirard, 6e Arrondissement, Paris, Paris, IDF, FR, 75006
48.85443	2.29188	21P Rue de la Fédération, 15e Arrondissement, Paris, Paris, IDF, FR, 75015
48.8709	2.32691	11 Rue Godot de Mauroy, 9e Arrondissement, Paris, Paris, IDF, FR, 75009
48.87336	2.3003	6 Rue Balzac, 8e Arrondissement, Paris, Paris, IDF, FR, 75008
48.87113	2.29369	2 Avenue des Portugais, 16e Arrondissement, Paris, Paris, IDF, FR, 75116
48.85331	2.33442	143 Boulevard Saint-Germain, 6e Arrondissement, Paris, Paris, IDF, FR, 75006
48.86927	2.33123	13 Rue de la Paix, 2e Arrondissement, Paris, Paris, IDF, FR, 75002
48.8733	2.34347	2 Rue Geoffroy Marie, 9e Arrondissement, Paris, Paris, IDF, FR, 75009
48.85466	2.36878	6 Boulevard Beaumarchais, 11e Arrondissement, Paris, Paris, IDF, FR, 75011
48.87476	2.3061	167 Rue du Faubourg Saint-Honoré, 8e Arrondissement, Paris, Paris, IDF, FR, 75008
48.87927	2.29593	7 Place Boulnois, 17e Arrondissement, Paris, Paris, IDF, FR, 75017
48.86951	2.32056	4 Rue d'Anjou, 8e Arrondissement, Paris, Paris, IDF, FR, 75008
48.85476	2.3086	2 Rue Joseph Granier, 7e Arrondissement, Paris, Paris, IDF, FR, 75007
48.84989	2.32448	8 Rue Saint-Placide, 6e Arrondissement, Paris, Paris, IDF, FR, 75006
48.85847	2.32987	40 Rue de Lille, 7e Arrondissement, Paris, Paris, IDF, FR, 75007
48.87214	2.32819	35 Rue de Caumartin, 9e Arrondissement, Paris, Paris, IDF, FR, 75009
48.8721	2.32378	17 Rue de l'Arcade, 8e Arrondissement, Paris, Paris, IDF, FR, 75008
48.85792	2.35715	2 Rue des Guillemites, 4e Arrondissement, Paris, Paris, IDF, FR, 75004
48.86793	2.32899	15 Place Vendôme, 1er Arrondissement, Paris, Paris, IDF, FR, 75001
48.84316	2.34233	3 Rue de l'Abbé de l'Épée, 5e Arrondissement, Paris, Paris, IDF, FR, 75005
48.86059	2.34455	25 Rue du Pont Neuf, 1er Arrondissement, Paris, Paris, IDF, FR, 75001
48.86616	2.36695	7 Rue Rampon, 11e Arrondissement, Paris, Paris, IDF, FR, 75011
48.87582	2.30023	37 Avenue Hoche, 8e Arrondissement, Paris, Paris, IDF, FR, 75008
48.87231	2.33775	12 Boulevard Haussmann, 9e Arrondissement, Paris, Paris, IDF, FR, 75009
48.85531	2.32566	4 Boulevard Raspail, 7e Arrondissement, Paris, Paris, IDF, FR, 75007
48.84116	2.3299	207 Boulevard Raspail, 14e Arrondissement, Paris, Paris, IDF, FR, 75014
48.86823	2.32686	33 Rue Cambon, 1er Arrondissement, Paris, Paris, IDF, FR, 75001
48.85341	2.32977	65 Rue des Saints-Pères, 6e Arrondissement, Paris, Paris, IDF, FR, 75006
48.8384	2.29066	6P Rue Saint-Lambert, 15e Arrondissement, Paris, Paris, IDF, FR, 75015
48.86731	2.28597	57 Avenue Raymond Poincaré, 16e Arrondissement, Paris, Paris, IDF, FR, 75116
48.87559	2.28384	143 Avenue de Malakoff, 16e Arrondissement, Paris, Paris, IDF, FR, 75116
48.88028	2.31953	18 Rue de Constantinople, 8e Arrondissement, Paris, Paris, IDF, FR, 75008
48.87118	2.30491	Galerie du Claridge, 8e Arrondissement, Paris, Paris, IDF, FR, 75008
48.86639	2.28667	117 Rue Lauriston, 16e Arrondissement, Paris, Paris, IDF, FR, 75116
48.8397	2.26619	3 Rue Auguste Maquet, 16e Arrondissement, Paris, Paris, IDF, FR, 75016
48.84965	2.30974	9 Villa de Saxe, 7e Arrondissement, Paris, Paris, IDF, FR, 75007
48.87303	2.31597	24 Rue de Miromesnil, 8e Arrondissement, Paris, Paris, IDF, FR, 75008
48.84975	2.33903	5 Place de l'Odéon, 6e Arrondissement, Paris, Paris, IDF, FR, 75006
48.86078	2.34656	Voirie Souterraine des Halles, 1er Arrondissement, Paris, Paris, IDF, FR, 75001
48.8718	2.32816	29 Rue de Caumartin, 9e Arrondissement, Paris, Paris, IDF, FR, 75009
48.87734	2.35432	7 Rue des Petits-Hôtels, 10e Arrondissement, Paris, Paris, IDF, FR, 75010
48.86774	2.30313	18 Rue Clément Marot, 8e Arrondissement, Paris, Paris, IDF, FR, 75008
48.84482	2.35231	55 Rue Monge, 5e Arrondissement, Paris, Paris, IDF, FR, 75005
48.86834	2.32151	15 Rue Boissy d'Anglas, 8e Arrondissement, Paris, Paris, IDF, FR, 75008
48.86047	2.32312	93 Rue de Lille, 7e Arrondissement, Paris, Paris, IDF, FR, 75007
48.87326	2.34684	9 Rue du Conservatoire, 9e Arrondissement, Paris, Paris, IDF, FR, 75009
48.849	2.33969	10 Rue de Vaugirard, 6e Arrondissement, Paris, Paris, IDF, FR, 75006
48.87201	2.30342	5B Rue de Berri, 8e Arrondissement, Paris, Paris, IDF, FR, 75008
48.86806	2.33126	22 Rue Danielle Casanova, 2e Arrondissement, Paris, Paris, IDF, FR, 75002
48.86455	2.33169	7 Rue Saint-Roch, 1er Arrondissement, Paris, Paris, IDF, FR, 75001
48.88854	2.39469	30 Allée Arthur Honegger, 19e Arrondissement, Paris, Paris, IDF, FR, 75019
48.8685	2.30354	20 Rue Marbeuf, 8e Arrondissement, Paris, Paris, IDF, FR, 75008
48.87591	2.32508	Rue Intérieure, 8e Arrondissement, Paris, Paris, IDF, FR, 75008
48.87022	2.29999	7 Rue Magellan, 8e Arrondissement, Paris, Paris, IDF, FR, 75008
48.87557	2.29366	10 Avenue Carnot, 17e Arrondissement, Paris, Paris, IDF, FR, 75017
48.86449	2.28206	32B Rue Greuze, 16e Arrondissement, Paris, Paris, IDF, FR, 75116
48.84285	2.33048	11 Rue Jules Chaplain, 6e Arrondissement, Paris, Paris, IDF, FR, 75006
48.88631	2.29497	166 Boulevard Berthier, 17e Arrondissement, Paris, Paris, IDF, FR, 75017
48.8502	2.33911	7 Rue Casimir Delavigne, 6e Arrondissement, Paris, Paris, IDF, FR, 75006
48.87405	2.34256	60 Rue Richer, 9e Arrondissement, Paris, Paris, IDF, FR, 75009
48.86126	2.34252	64 Rue de l'Arbre-Sec, 1er Arrondissement, Paris, Paris, IDF, FR, 75001
48.86564	2.28286	86 Rue de Longchamp, 16e Arrondissement, Paris, Paris, IDF, FR, 75116
48.86798	2.32569	8 Rue Duphot, 1er Arrondissement, Paris, Paris, IDF, FR, 75001
48.86838	2.3333	39 Avenue de l'Opéra, 2e Arrondissement, Paris, Paris, IDF, FR, 75002
48.84962	2.34671	4 Rue de Latran, 5e Arrondissement, Paris, Paris, IDF, FR, 75005
48.87604	2.29381	6 Rue du Général Lanrezac, 17e Arrondissement, Paris, Paris, IDF, FR, 75017
48.8488	2.33167	44 Rue Madame, 6e Arrondissement, Paris, Paris, IDF, FR, 75006
48.83203	2.35349	8B Avenue de la Soeur Rosalie, 13e Arrondissement, Paris, Paris, IDF, FR, 75013
48.85615	2.36596	28 Place des Vosges, 3e Arrondissement, Paris, Paris, IDF, FR, 75003
48.8734	2.34859	10 Rue Gabriel Laumain, 10e Arrondissement, Paris, Paris, IDF, FR, 75010
48.8715	2.32224	12 Boulevard Malesherbes, 8e Arrondissement, Paris, Paris, IDF, FR, 75008
48.83925	2.38904	211 Rue de Charenton, 12e Arrondissement, Paris, Paris, IDF, FR, 75012
48.86606	2.33151	10 Rue Saint-Hyacinthe, 1er Arrondissement, Paris, Paris, IDF, FR, 75001
48.86726	2.32687	253 Rue Saint-Honoré, 1er Arrondissement, Paris, Paris, IDF, FR, 75001
48.83294	2.28781	69 Boulevard Victor, 15e Arrondissement, Paris, Paris, IDF, FR, 75015
48.83867	2.31503	17 Rue du Cotentin, 15e Arrondissement, Paris, Paris, IDF, FR, 75015
48.88512	2.33015	5 Rue Caulaincourt, 18e Arrondissement, Paris, Paris, IDF, FR, 75018
48.87156	2.31203	30 Rue Jean Mermoz, 8e Arrondissement, Paris, Paris, IDF, FR, 75008
48.86694	2.30377	8 Rue Chambiges, 8e Arrondissement, Paris, Paris, IDF, FR, 75008
48.87144	2.31805	12 Rue des Saussaies, 8e Arrondissement, Paris, Paris, IDF, FR, 75008
48.85008	2.28908	34 Rue Viala, 15e Arrondissement, Paris, Paris, IDF, FR, 75015
48.86838	2.36086	40 Rue René Boulanger, 10e Arrondissement, Paris, Paris, IDF, FR, 75010
48.87317	2.30976	123 Rue du Faubourg Saint-Honoré, 8e Arrondissement, Paris, Paris, IDF, FR, 75008
48.85177	2.29794	13 Rue Dupleix, 15e Arrondissement, Paris, Paris, IDF, FR, 75015
48.84937	2.27416	21 Rue Félicien David, 16e Arrondissement, Paris, Paris, IDF, FR, 75016
48.85981	2.34721	1 Rue Sainte-Opportune, 1er Arrondissement, Paris, Paris, IDF, FR, 75001
48.85153	2.33813	2 Rue Saint-Sulpice, 6e Arrondissement, Paris, Paris, IDF, FR, 75006
48.86635	2.30857	12 Rue Jean Goujon, 8e Arrondissement, Paris, Paris, IDF, FR, 75008
48.83275	2.27868	Rue du Colonel Pierre Avia, 15e Arrondissement, Paris, Paris, IDF, FR, 75015
48.85676	2.3277	5 Rue Montalembert, 7e Arrondissement, Paris, Paris, IDF, FR, 75007
48.87054	2.29782	64 Avenue Marceau, 8e Arrondissement, Paris, Paris, IDF, FR, 75008
48.83195	2.34018	11 Boulevard Saint-Jacques, 14e Arrondissement, Paris, Paris, IDF, FR, 75014
48.88262	2.33337	36 Rue Pierre Fontaine, 9e Arrondissement, Paris, Paris, IDF, FR, 75009
48.8838	2.31871	99 Rue de Rome, 17e Arrondissement, Paris, Paris, IDF, FR, 75017
48.84214	2.33037	15 Rue de la Grande-Chaumière, 6e Arrondissement, Paris, Paris, IDF, FR, 75006
48.87334	2.32395	43 Rue des Mathurins, 8e Arrondissement, Paris, Paris, IDF, FR, 75008
48.85272	2.34235	4 Rue Danton, 6e Arrondissement, Paris, Paris, IDF, FR, 75006
48.87105	2.30911	20 Rue du Colisée, 8e Arrondissement, Paris, Paris, IDF, FR, 75008
48.85182	2.38362	22 Rue Faidherbe, 11e Arrondissement, Paris, Paris, IDF, FR, 75011
48.86907	2.32054	40 Rue du Faubourg Saint-Honoré, 8e Arrondissement, Paris, Paris, IDF, FR, 75008
48.87379	2.33592	20 Rue La Fayette, 9e Arrondissement, Paris, Paris, IDF, FR, 75009
48.84746	2.28334	20 Rue de l'Ingénieur Robert Keller, 15e Arrondissement, Paris, Paris, IDF, FR, 75015
48.8564	2.33525	13 Rue des Beaux-Arts, 6e Arrondissement, Paris, Paris, IDF, FR, 75006
48.86595	2.32988	223 Rue Saint-Honoré, 1er Arrondissement, Paris, Paris, IDF, FR, 75001
48.8533	2.33791	9 Rue Grégoire de Tours, 6e Arrondissement, Paris, Paris, IDF, FR, 75006
48.87174	2.31216	34 Rue Jean Mermoz, 8e Arrondissement, Paris, Paris, IDF, FR, 75008
48.84385	2.3155	153 Rue de Vaugirard, 15e Arrondissement, Paris, Paris, IDF, FR, 75015
48.84889	2.34093	1B Rue de Vaugirard, 6e Arrondissement, Paris, Paris, IDF, FR, 75006
48.85657	2.33023	3 Rue du Pré aux Clercs, 7e Arrondissement, Paris, Paris, IDF, FR, 75007
48.85378	2.30709	1 Avenue Duquesne, 7e Arrondissement, Paris, Paris, IDF, FR, 75007
48.87019	2.32956	14 Boulevard des Capucines, 9e Arrondissement, Paris, Paris, IDF, FR, 75009
48.87384	2.30065	11B Rue Balzac, 8e Arrondissement, Paris, Paris, IDF, FR, 75008
48.86932	2.29774	30 Rue de Bassano, 16e Arrondissement, Paris, Paris, IDF, FR, 75116
48.88537	2.33351	6 Rue Constance, 18e Arrondissement, Paris, Paris, IDF, FR, 75018
48.87504	2.34156	6 Rue Buffault, 9e Arrondissement, Paris, Paris, IDF, FR, 75009
48.87855	2.33833	8 Rue Laferrière, 9e Arrondissement, Paris, Paris, IDF, FR, 75009
48.85498	2.33308	7 Rue Saint-Benoît, 6e Arrondissement, Paris, Paris, IDF, FR, 75006
48.84397	2.32941	9 Rue Sainte-Beuve, 6e Arrondissement, Paris, Paris, IDF, FR, 75006
48.87155	2.34269	3 Boulevard Montmartre, 2e Arrondissement, Paris, Paris, IDF, FR, 75002
48.87701	2.30718	53 Rue de Courcelles, 8e Arrondissement, Paris, Paris, IDF, FR, 75008
